1 2 3 16.467 16.467
1 4 3 97.62 97.62
1 4 3 97.813 97.813
1 2 3 97.813 97.813
1 4 3 98.005 98.005
1 1 3 98.005 98.005
1 4 3 98.197 98.197
1 4 3 98.39 98.39
1 2 3 98.39 98.39
1 4 3 98.582 98.582
1 3 3 98.582 98.582
1 4 3 98.774 98.774
1 4 3 98.967 98.967
1 2 3 98.967 98.967
1 4 3 99.159 99.159
1 1 3 99.159 99.159
1 4 3 99.351 99.351
1 4 3 99.544 99.544
1 2 3 99.544 99.544
1 4 3 99.736 99.736
1 3 3 99.736 99.736
1 4 3 99.928 99.928
1 1 3 100.12 100.12
1 1 3 100.313 100.313
1 1 3 100.505 100.505
1 1 3 100.697 100.697
1 3 3 100.697 100.697
1 2 3 100.697 100.697
1 1 3 100.89 100.89
1 3 3 100.89 100.89
1 1 3 101.082 101.082
1 2 3 101.082 101.082
1 1 3 101.274 101.274
1 3 3 101.274 101.274
1 1 3 101.467 101.467
1 2 3 101.467 101.467
1 1 3 101.659 101.659
1 3 3 101.659 101.659
1 1 3 101.851 101.851
1 2 3 101.851 101.851
1 1 3 102.044 102.044
1 3 3 102.044 102.044
1 1 3 102.236 102.236
1 2 3 102.236 102.236
1 3 3 102.428 102.428
1 4 3 102.428 102.428
1 2 3 102.62 102.62
1 1 3 102.62 102.62
1 3 3 102.813 102.813
1 4 3 102.813 102.813
1 2 3 103.005 103.005
1 1 3 103.005 103.005
1 3 3 103.197 103.197
1 4 3 103.197 103.197
1 2 3 103.39 103.39
1 1 3 103.39 103.39
1 2 3 103.582 103.582
1 3 3 103.582 103.582
2 1 3 103.774 104.111
2 4 3 103.774 104.111
1 3 3 104.111 104.111
1 2 3 104.111 104.111
1 2 3 104.495 104.495
1 4 3 104.495 104.495
1 3 3 104.88 104.88
1 2 3 104.88 104.88
2 1 3 105.072 105.409
1 4 3 105.265 105.265
1 2 3 105.649 105.649
1 3 3 105.649 105.649
1 2 3 106.034 106.034
1 3 3 106.034 106.034
1 4 3 106.226 106.226
1 1 3 106.274 106.274
1 3 3 106.419 106.419
1 1 3 106.467 106.467
1 1 3 106.659 106.659
1 2 3 106.803 106.803
1 3 3 106.803 106.803
1 1 3 106.851 106.851
1 2 3 107.188 107.188
1 3 3 107.188 107.188
1 4 3 107.572 107.572
1 3 3 107.957 107.957
1 2 3 108.149 108.149
1 3 3 108.342 108.342
1 1 3 108.39 108.39
2 2 3 108.534 108.967
1 4 3 108.582 108.582
1 3 3 108.726 108.726
2 4 3 109.111 109.736
2 1 3 109.111 109.736
1 3 3 109.88 109.88
1 2 3 109.88 109.88
1 2 3 110.265 110.265
1 4 3 110.265 110.265
1 1 3 110.409 110.409
2 2 3 110.601 110.89
1 3 3 110.649 110.649
1 4 3 110.986 110.986
1 1 3 111.034 111.034
2 2 3 111.178 111.611
1 3 3 111.37 111.37
2 1 3 111.755 112.092
1 4 3 111.755 111.755
2 2 3 112.14 112.428
1 3 3 112.14 112.14
1 2 3 112.524 112.524
1 4 3 112.524 112.524
1 1 3 112.909 112.909
1 3 3 112.909 112.909
1 2 3 113.294 113.294
1 4 3 113.294 113.294
1 2 3 113.678 113.678
1 3 3 113.678 113.678
1 2 3 114.063 114.063
1 4 3 114.063 114.063
2 1 3 114.255 114.832
1 2 3 115.169 115.169
1 3 3 115.169 115.169
1 1 3 115.409 115.409
1 4 3 115.601 115.601
1 3 3 115.794 115.794
2 2 3 115.794 116.178
1 1 3 116.37 116.37
1 3 3 116.37 116.37
1 2 3 116.563 116.563
1 4 3 116.563 116.563
2 1 3 116.755 117.14
1 2 3 117.14 117.14
1 3 3 117.14 117.14
1 2 3 117.332 117.332
1 1 3 117.909 117.909
1 3 3 117.909 117.909
1 2 3 118.101 118.101
1 2 3 118.294 118.294
1 1 3 118.486 118.486
2 2 3 118.678 118.87
1 3 3 118.678 118.678
2 1 3 119.063 119.832
1 4 3 119.063 119.063
1 3 3 119.447 119.447
1 4 3 119.832 119.832
1 2 3 120.169 120.169
1 3 3 120.217 120.217
2 2 3 120.361 120.697
1 4 3 120.601 120.601
1 3 3 120.986 120.986
1 2 3 121.37 121.37
1 4 3 121.37 121.37
1 1 3 121.563 121.563
1 3 3 121.707 121.707
1 2 3 121.947 121.947
1 4 3 122.092 122.092
1 3 3 122.476 122.476
1 1 3 122.524 122.524
1 4 3 122.861 122.861
1 2 3 122.909 122.909
1 3 3 123.245 123.245
1 2 3 123.294 123.294
1 1 3 123.486 123.486
1 4 3 123.63 123.63
1 1 3 124.015 124.015
1 3 3 124.015 124.015
1 1 3 124.351 124.351
1 4 3 124.399 124.399
1 2 3 124.736 124.736
1 3 3 124.736 124.736
1 4 3 125.12 125.12
2 1 3 125.12 126.274
1 3 3 125.313 125.313
1 3 3 125.505 125.505
1 3 3 125.697 125.697
1 3 3 125.89 125.89
1 3 3 126.082 126.082
1 2 3 126.274 126.274
1 2 3 126.467 126.467
1 1 3 126.947 126.947
1 2 3 127.236 127.236
1 2 3 127.428 127.428
2 1 3 127.62 128.005
2 2 3 128.005 128.39
2 4 3 128.197 129.447
2 3 3 128.197 129.447
1 2 3 128.582 128.582
1 1 3 128.774 128.774
1 2 3 129.159 129.159
1 2 3 129.544 129.544
1 3 3 129.784 129.784
1 4 3 129.784 129.784
1 2 3 129.928 129.928
1 2 3 130.12 130.12
1 1 3 130.313 130.313
1 2 3 130.505 130.505
1 1 3 130.697 130.697
2 2 3 130.89 131.274
2 3 3 131.322 131.563
1 2 3 131.659 131.659
2 1 3 131.851 132.044
1 2 3 132.236 132.236
1 1 3 132.428 132.428
2 2 3 132.62 132.813
2 4 3 132.813 133.101
2 2 3 132.909 133.101
1 1 3 133.39 133.39
1 2 3 133.774 133.774
2 1 3 133.967 134.351
1 4 3 134.351 134.351
2 3 3 134.351 134.736
1 2 3 134.736 134.736
1 1 3 134.928 134.928
1 2 3 135.12 135.12
2 1 3 135.313 135.505
1 1 3 135.697 135.697
2 3 3 135.89 136.274
1 1 3 136.082 136.082
1 2 3 136.274 136.274
2 1 3 136.467 136.851
1 2 3 136.851 136.851
1 1 3 137.044 137.044
2 2 3 137.236 137.62
2 1 3 137.62 138.005
2 4 3 138.005 138.39
2 1 3 138.39 138.774
2 2 3 138.774 139.159
2 3 3 139.159 139.544
2 4 3 139.544 139.928
2 1 3 139.928 140.313
2 1 3 140.409 145.794
2 4 3 140.409 145.794
2 3 3 140.409 141.755
2 2 3 140.409 141.755
1 2 3 141.947 141.947
1 3 3 141.995 141.995
1 2 3 142.188 142.188
1 2 3 142.332 142.332
1 3 3 142.38 142.38
1 3 3 142.572 142.572
1 3 3 142.717 142.717
1 2 3 142.765 142.765
1 2 3 142.957 142.957
1 3 3 143.101 143.101
1 2 3 143.149 143.149
1 2 3 143.486 143.486
1 3 3 143.486 143.486
1 2 3 143.87 143.87
1 3 3 143.87 143.87
1 2 3 144.255 144.255
1 3 3 144.255 144.255
1 2 3 144.64 144.64
1 3 3 144.64 144.64
1 2 3 145.024 145.024
1 3 3 145.409 145.409
1 1 3 146.515 146.515
1 2 3 146.515 146.515
1 4 3 146.515 146.515
1 1 3 146.707 146.707
1 2 3 146.899 146.899
1 3 3 147.092 147.092
1 4 3 147.284 147.284
1 1 3 147.284 147.284
1 2 3 147.476 147.476
1 3 3 147.669 147.669
1 4 3 147.861 147.861
1 3 3 148.053 148.053
1 2 3 148.245 148.245
1 1 3 148.245 148.245
1 4 3 148.438 148.438
1 3 3 148.438 148.438
1 2 3 148.63 148.63
1 3 3 148.822 148.822
1 1 3 148.822 148.822
1 4 3 149.015 149.015
1 2 3 149.207 149.207
2 3 3 149.399 149.592
1 1 3 149.592 149.592
2 4 3 150.024 150.169
1 2 3 150.169 150.169
1 3 3 150.361 150.361
2 1 3 150.361 150.505
1 2 3 150.745 150.745
1 3 3 150.745 150.745
2 4 3 150.938 151.13
2 3 3 151.13 151.322
1 1 3 151.515 151.515
2 2 3 151.515 151.707
1 2 3 151.899 151.899
1 4 3 151.899 151.899
1 3 3 151.899 151.899
2 1 3 152.717 154.159
1 3 3 152.717 152.717
1 4 3 153.053 153.053
1 2 3 153.438 153.438
1 4 3 153.822 153.822
1 3 3 154.255 154.255
2 2 3 154.255 155.505
1 4 3 154.544 154.544
1 1 3 154.928 154.928
1 3 3 155.313 155.313
2 4 3 155.553 155.697
2 3 3 155.649 155.794
2 2 3 155.745 156.467
1 4 3 156.082 156.082
1 1 3 156.467 156.467
2 4 3 156.515 157.861
1 3 3 156.851 156.851
1 1 3 157.236 157.236
1 2 3 157.62 157.62
1 1 3 158.005 158.005
1 2 3 158.39 158.39
2 4 3 158.534 158.87
2 1 3 158.726 159.063
1 3 3 158.774 158.774
2 3 3 158.87 159.592
1 2 3 159.159 159.159
1 1 3 159.544 159.544
1 2 3 159.928 159.928
2 3 3 159.928 160.072
2 4 3 160.072 160.217
2 3 3 160.217 160.409
2 2 3 160.409 161.467
2 1 3 161.467 161.947
2 2 3 161.659 161.851
2 3 3 161.851 163.39
2 2 3 163.39 164.928
