1 2 3 2.617 2.617
2 1 3 18.64 18.867
2 2 3 18.754 18.867
1 3 3 18.867 18.867
2 1 3 19.094 19.322
1 3 3 19.094 19.094
1 4 3 19.094 19.094
1 3 3 19.322 19.322
1 4 3 19.322 19.322
2 2 3 19.322 19.397
2 1 3 19.397 19.473
2 2 3 19.473 19.549
2 4 3 19.549 19.776
2 3 3 19.663 19.776
1 2 3 19.776 19.776
2 3 3 20.004 20.231
1 1 3 20.004 20.004
1 4 3 20.004 20.004
1 1 3 20.231 20.231
1 4 3 20.231 20.231
2 2 3 20.231 20.307
2 3 3 20.307 20.382
2 2 3 20.382 20.458
2 4 3 20.458 20.685
2 3 3 20.572 20.685
1 2 3 20.685 20.685
2 4 3 20.799 20.913
2 1 3 20.913 21.14
1 3 3 20.913 20.913
2 2 3 20.913 21.064
2 2 3 21.14 21.367
1 4 3 21.14 21.14
2 3 3 21.14 21.291
2 3 3 21.367 21.594
1 1 3 21.367 21.367
2 4 3 21.367 21.519
1 1 3 21.594 21.594
1 2 3 21.594 21.594
2 4 3 21.594 21.822
1 1 3 21.708 21.708
1 2 3 21.708 21.708
1 3 3 21.822 21.822
1 2 3 21.822 21.822
2 1 3 21.822 22.276
1 2 3 22.049 22.049
2 3 3 22.049 22.125
2 4 3 22.125 22.2
2 3 3 22.2 22.276
2 2 3 22.276 22.504
2 3 3 22.39 22.504
1 4 3 22.504 22.504
2 4 3 22.731 23.185
1 2 3 22.731 22.731
1 3 3 22.731 22.731
2 2 3 22.958 23.034
1 3 3 22.958 22.958
2 1 3 23.034 23.11
2 2 3 23.11 23.185
2 3 3 23.185 23.413
2 2 3 23.299 23.413
1 1 3 23.413 23.413
2 4 3 23.64 24.094
1 1 3 23.64 23.64
1 3 3 23.64 23.64
1 3 3 23.867 23.867
2 1 3 23.867 23.943
2 2 3 23.943 24.019
2 1 3 24.019 24.094
2 2 3 24.094 24.435
2 3 3 24.208 24.435
2 4 3 24.322 24.435
2 1 3 24.435 24.549
1 2 3 24.549 24.549
1 3 3 24.549 24.549
2 4 3 24.549 25.004
1 2 3 24.776 24.776
2 3 3 24.776 25.004
2 1 3 25.004 25.344
1 2 3 25.004 25.004
1 3 3 25.231 25.231
1 4 3 25.231 25.231
2 2 3 25.231 25.458
1 3 3 25.344 25.344
1 4 3 25.344 25.344
1 1 3 25.458 25.458
1 3 3 25.458 25.458
2 4 3 25.458 25.837
1 1 3 25.685 25.685
2 3 3 25.685 25.761
2 2 3 25.761 25.837
2 3 3 25.837 25.913
2 4 3 25.913 26.14
2 3 3 26.026 26.14
1 2 3 26.14 26.14
1 4 3 26.367 26.367
1 2 3 26.367 26.367
2 1 3 26.367 26.746
1 4 3 26.594 26.594
2 2 3 26.594 26.67
2 3 3 26.67 26.746
2 2 3 26.746 26.822
2 1 3 26.822 27.049
2 2 3 26.935 27.049
1 3 3 27.049 27.049
2 2 3 27.276 27.731
1 1 3 27.276 27.276
1 4 3 27.276 27.276
1 1 3 27.504 27.504
2 4 3 27.504 27.579
2 3 3 27.579 27.655
2 4 3 27.655 27.731
2 3 3 27.731 28.072
2 2 3 27.844 28.072
2 1 3 27.958 28.072
2 4 3 28.072 28.185
1 3 3 28.185 28.185
2 1 3 28.185 28.413
2 2 3 28.185 28.337
1 4 3 28.413 28.413
2 2 3 28.413 28.64
2 3 3 28.413 28.564
1 1 3 28.64 28.64
2 4 3 28.64 28.867
2 3 3 28.64 28.791
2 3 3 28.867 29.094
1 2 3 28.867 28.867
1 1 3 28.867 28.867
1 1 3 28.981 28.981
1 2 3 28.981 28.981
1 1 3 29.094 29.094
1 2 3 29.094 29.094
2 4 3 29.094 29.776
2 1 3 29.322 29.397
2 2 3 29.397 29.473
2 1 3 29.473 29.549
2 3 3 29.549 29.776
2 2 3 29.663 29.776
1 1 3 29.776 29.776
1 2 3 29.89 29.89
1 3 3 29.947 29.947
2 1 3 30.004 30.117
2 2 3 30.004 30.117
2 4 3 30.004 30.117
2 3 3 30.117 30.231
2 1 3 30.231 30.344
2 2 3 30.344 30.458
2 3 3 30.344 30.458
2 4 3 30.344 30.458
2 1 3 30.458 30.572
2 4 3 30.572 30.685
2 1 3 30.685 30.799
2 2 3 30.685 30.799
2 3 3 30.685 30.799
2 4 3 30.799 30.913
1 3 3 30.913 30.913
2 2 3 30.913 30.988
2 1 3 30.988 31.367
2 2 3 31.064 31.367
1 4 3 31.708 31.708
1 3 3 31.765 31.765
2 1 3 31.822 32.049
2 2 3 31.822 32.021
2 4 3 31.822 31.992
1 2 3 32.276 32.276
2 3 3 32.276 32.352
2 4 3 32.352 32.428
2 3 3 32.428 32.504
1 2 3 32.504 32.504
1 1 3 32.617 32.617
1 2 3 32.731 32.731
2 4 3 32.731 33.185
1 1 3 32.731 32.731
2 1 3 32.958 33.072
2 2 3 33.072 33.185
2 3 3 33.185 33.64
1 1 3 33.185 33.185
2 4 3 33.413 33.526
2 2 3 33.526 33.64
1 1 3 33.64 33.64
2 4 3 33.64 33.981
2 2 3 33.867 33.981
2 1 3 33.981 34.094
1 2 3 34.094 34.094
1 3 3 34.094 34.094
1 4 3 34.094 34.094
2 1 3 34.322 34.549
2 2 3 34.322 34.549
2 4 3 34.322 34.549
1 3 3 34.549 34.549
1 3 3 34.776 34.776
1 2 3 34.776 34.776
2 1 3 34.89 35.004
1 2 3 35.004 35.004
1 3 3 35.004 35.004
2 4 3 35.004 35.231
1 2 3 35.231 35.231
1 1 3 35.344 35.344
2 3 3 35.458 35.534
1 2 3 35.458 35.458
2 4 3 35.534 35.761
2 3 3 35.61 35.761
2 2 3 35.685 35.761
1 1 3 35.913 35.913
2 3 3 35.913 35.988
2 2 3 35.988 36.14
2 3 3 36.064 36.14
2 1 3 36.14 36.254
1 4 3 36.14 36.14
1 3 3 36.254 36.254
1 4 3 36.367 36.367
2 1 3 36.367 36.822
2 2 3 36.594 36.708
2 3 3 36.708 36.822
1 2 3 36.822 36.822
2 4 3 36.822 37.276
2 1 3 37.049 37.163
2 2 3 37.163 37.276
1 1 3 37.276 37.276
2 3 3 37.276 37.731
2 2 3 37.504 37.617
1 1 3 37.617 37.617
1 2 3 37.731 37.731
2 4 3 37.731 37.844
1 2 3 37.958 37.958
1 3 3 37.958 37.958
2 4 3 37.958 38.64
1 1 3 38.185 38.185
1 2 3 38.185 38.185
2 1 3 38.413 38.526
2 2 3 38.526 38.64
1 1 3 38.64 38.64
2 3 3 38.64 39.094
2 2 3 38.867 39.17
2 1 3 38.981 39.246
2 4 3 39.094 39.17
2 3 3 39.17 39.435
2 2 3 39.246 39.435
2 1 3 39.322 39.435
2 4 3 39.435 39.549
2 3 3 39.549 39.776
2 4 3 39.663 40.004
2 2 3 39.776 39.89
1 1 3 39.776 39.776
2 3 3 39.89 40.004
1 1 3 40.004 40.004
1 2 3 40.004 40.004
1 3 3 40.231 40.231
1 4 3 40.458 40.458
1 2 3 40.685 40.685
1 3 3 40.799 40.799
1 1 3 40.913 40.913
1 4 3 40.913 40.913
1 3 3 41.026 41.026
1 2 3 41.14 41.14
1 4 3 41.254 41.254
2 3 3 41.367 41.594
1 2 3 41.594 41.594
1 3 3 41.822 41.822
1 1 3 41.822 41.822
1 2 3 41.935 41.935
2 3 3 42.049 42.276
1 4 3 42.276 42.276
1 3 3 42.504 42.504
1 4 3 42.617 42.617
1 3 3 42.731 42.731
2 1 3 42.731 42.788
1 4 3 42.958 42.958
1 3 3 43.072 43.072
1 1 3 43.185 43.185
2 2 3 43.185 43.242
1 2 3 43.413 43.413
1 1 3 43.526 43.526
2 3 3 43.64 43.697
1 2 3 43.64 43.64
1 3 3 43.867 43.867
1 4 3 44.094 44.094
1 1 3 44.322 44.322
1 2 3 44.435 44.435
2 4 3 44.549 44.606
1 3 3 44.549 44.549
1 2 3 44.663 44.663
1 1 3 44.776 44.776
1 4 3 44.89 44.89
2 3 3 45.004 45.06
1 2 3 45.004 45.004
1 2 3 45.231 45.231
2 3 3 45.458 45.685
2 1 3 45.458 45.515
1 4 3 45.685 45.685
2 3 3 45.913 46.026
1 2 3 45.913 45.913
2 4 3 46.026 46.14
2 3 3 46.14 46.254
1 2 3 46.254 46.254
1 1 3 46.31 46.31
1 3 3 46.367 46.367
1 4 3 46.367 46.367
1 3 3 46.481 46.481
1 2 3 46.594 46.594
1 1 3 46.708 46.708
2 4 3 46.822 46.935
1 2 3 46.822 46.822
1 3 3 46.935 46.935
1 2 3 47.049 47.049
1 4 3 47.049 47.049
1 1 3 47.163 47.163
1 3 3 47.163 47.163
1 1 3 47.276 47.276
2 2 3 47.276 47.39
2 3 3 47.504 47.617
1 2 3 47.731 47.731
2 4 3 47.731 47.844
2 2 3 47.958 48.072
2 1 3 48.072 48.185
1 3 3 48.185 48.185
2 4 3 48.185 48.299
2 3 3 48.299 48.413
2 2 3 48.413 48.526
2 4 3 48.526 48.64
2 3 3 48.64 48.867
2 1 3 48.64 48.754
1 2 3 48.867 48.867
2 3 3 49.094 49.208
1 1 3 49.094 49.094
2 2 3 49.208 49.322
2 3 3 49.322 49.435
2 4 3 49.549 49.663
1 1 3 49.549 49.549
2 3 3 49.776 49.89
2 4 3 49.89 50.004
2 3 3 50.004 50.344
1 2 3 50.004 50.004
2 1 3 50.231 50.458
1 2 3 50.458 50.458
1 3 3 50.458 50.458
1 3 3 50.685 50.685
1 2 3 50.761 50.761
1 1 3 50.837 50.837
1 2 3 50.913 50.913
2 4 3 50.913 51.026
2 2 3 51.14 51.254
2 1 3 51.367 51.481
1 4 3 51.367 51.367
2 3 3 51.594 51.708
2 4 3 51.708 51.822
2 1 3 51.822 51.935
1 2 3 51.822 51.822
2 2 3 51.935 52.049
2 3 3 52.049 52.163
2 4 3 52.163 52.276
2 1 3 52.276 52.504
2 3 3 52.276 52.333
1 2 3 52.504 52.504
2 3 3 52.731 52.958
1 1 3 52.731 52.731
2 4 3 52.958 53.015
1 2 3 53.185 53.185
2 3 3 53.185 53.299
2 4 3 53.299 53.413
2 3 3 53.413 53.526
2 2 3 53.526 53.64
2 1 3 53.64 54.094
1 4 3 53.64 53.64
2 2 3 53.867 54.094
1 3 3 54.094 54.094
1 2 3 54.322 54.322
2 3 3 54.35 54.464
1 1 3 54.549 54.549
2 4 3 54.577 54.748
1 2 3 54.776 54.776
2 4 3 54.805 54.975
1 1 3 55.004 55.004
2 4 3 55.032 55.202
1 2 3 55.231 55.231
2 4 3 55.259 55.458
1 1 3 55.458 55.458
2 3 3 55.458 55.572
2 4 3 55.572 55.799
2 3 3 55.685 55.913
2 2 3 55.799 56.026
2 1 3 55.913 56.14
2 4 3 55.913 56.026
2 3 3 56.026 56.14
2 2 3 56.14 56.254
2 1 3 56.254 56.367
1 2 3 56.367 56.367
2 3 3 56.396 56.566
1 2 3 56.594 56.594
2 3 3 56.623 56.793
1 2 3 56.822 56.822
2 3 3 56.85 56.907
2 4 3 56.897 56.973
2 3 3 56.973 57.049
2 2 3 57.049 57.163
2 3 3 57.163 57.276
2 1 3 57.276 57.39
1 4 3 57.504 57.504
2 2 3 57.504 57.617
2 3 3 57.504 57.617
1 1 3 57.731 57.731
2 2 3 57.731 57.844
2 3 3 57.731 57.844
2 4 3 57.844 57.958
2 3 3 57.958 58.072
1 1 3 57.958 57.958
2 2 3 58.072 58.185
1 4 3 58.072 58.072
1 3 3 58.185 58.185
2 1 3 58.214 58.384
1 2 3 58.413 58.413
2 1 3 58.441 58.611
1 3 3 58.64 58.64
1 4 3 58.64 58.64
2 1 3 58.668 58.839
1 2 3 58.867 58.867
2 1 3 58.896 59.094
1 4 3 59.094 59.094
2 3 3 59.094 59.208
2 2 3 59.208 59.322
2 1 3 59.322 59.776
2 2 3 59.435 59.663
2 4 3 59.549 59.663
1 3 3 59.549 59.549
2 3 3 59.663 59.776
2 2 3 59.776 59.89
2 4 3 59.776 60.004
2 1 3 59.89 60.004
1 2 3 60.004 60.004
2 3 3 60.004 60.117
1 3 3 60.231 60.231
2 2 3 60.231 60.344
2 4 3 60.344 60.458
1 3 3 60.458 60.458
2 1 3 60.458 60.572
2 2 3 60.572 60.685
2 3 3 60.685 60.799
2 4 3 60.799 60.913
2 1 3 60.913 61.14
2 2 3 60.913 61.026
2 2 3 61.14 61.367
2 3 3 61.14 61.254
2 3 3 61.367 61.594
2 4 3 61.367 61.481
1 1 3 61.594 61.594
1 4 3 61.594 61.594
1 2 3 61.708 61.708
1 1 3 61.822 61.822
2 4 3 61.822 62.163
2 2 3 61.822 62.049
1 1 3 62.049 62.049
2 4 3 62.276 62.617
1 1 3 62.276 62.276
2 2 3 62.276 62.504
1 1 3 62.504 62.504
2 3 3 62.731 62.844
1 2 3 62.731 62.731
2 4 3 62.844 62.958
2 2 3 62.958 63.072
2 1 3 63.072 63.185
1 3 3 63.185 63.185
2 4 3 63.185 63.64
1 3 3 63.413 63.413
2 2 3 63.413 63.64
2 1 3 63.64 63.981
2 3 3 63.64 63.867
1 2 3 63.867 63.867
2 1 3 64.094 64.435
2 4 3 64.094 64.322
1 3 3 64.322 64.322
1 2 3 64.435 64.435
1 1 3 64.549 64.549
2 3 3 64.549 64.663
2 3 3 64.776 64.833
2 4 3 64.776 64.89
1 2 3 64.776 64.776
2 1 3 65.004 65.117
2 2 3 65.004 65.06
1 3 3 65.004 65.004
1 3 3 65.231 65.231
2 2 3 65.231 65.344
1 1 3 65.344 65.344
1 3 3 65.458 65.458
2 2 3 65.458 65.685
2 4 3 65.458 65.799
1 3 3 65.685 65.685
2 4 3 65.913 66.254
2 3 3 65.913 66.14
1 2 3 65.913 65.913
1 2 3 66.14 66.14
2 3 3 66.254 66.367
2 1 3 66.367 66.481
2 2 3 66.367 66.481
2 4 3 66.367 66.594
2 3 3 66.594 66.708
2 1 3 66.708 66.822
2 2 3 66.822 66.935
2 3 3 66.822 67.049
2 4 3 66.822 67.049
1 1 3 67.049 67.049
1 2 3 67.049 67.049
2 3 3 67.276 67.447
2 2 3 67.276 67.475
2 1 3 67.276 67.504
2 3 3 67.731 67.844
1 2 3 67.731 67.731
2 4 3 67.844 67.958
2 2 3 67.958 68.072
2 1 3 68.072 68.185
1 2 3 68.185 68.185
2 3 3 68.185 68.299
2 4 3 68.185 68.299
2 1 3 68.413 68.867
1 2 3 68.413 68.413
2 4 3 68.64 69.094
1 3 3 68.64 68.64
2 3 3 68.867 69.094
1 2 3 68.867 68.867
1 1 3 68.981 68.981
2 1 3 69.094 69.208
2 2 3 69.094 69.208
2 3 3 69.322 69.549
2 2 3 69.435 69.549
1 1 3 69.549 69.549
2 4 3 69.549 70.004
2 2 3 69.776 69.89
2 1 3 69.89 70.004
2 3 3 70.004 70.079
1 2 3 70.004 70.004
2 4 3 70.079 70.155
2 3 3 70.155 70.458
1 2 3 70.458 70.458
1 1 3 70.458 70.458
2 2 3 70.685 71.026
2 1 3 70.799 71.14
2 4 3 70.913 71.026
1 3 3 70.913 70.913
2 2 3 71.14 71.708
2 1 3 71.254 71.708
2 3 3 71.367 71.481
1 4 3 71.367 71.367
1 3 3 71.594 71.594
2 1 3 71.822 72.049
2 2 3 71.822 71.935
2 3 3 71.935 72.049
2 4 3 72.049 72.106
1 2 3 72.049 72.049
2 1 3 72.276 72.333
1 3 3 72.276 72.276
1 1 3 72.504 72.504
2 3 3 72.504 72.579
2 4 3 72.579 72.655
2 3 3 72.655 72.731
2 2 3 72.731 72.958
1 1 3 72.731 72.731
1 4 3 72.731 72.731
2 1 3 72.958 73.64
1 3 3 73.129 73.129
2 4 3 73.185 73.64
1 2 3 73.413 73.413
1 3 3 73.526 73.526
2 2 3 73.64 73.716
2 1 3 73.716 73.791
2 2 3 73.791 74.094
1 3 3 74.094 74.094
1 4 3 74.094 74.094
2 3 3 74.322 74.435
2 2 3 74.435 74.549
1 1 3 74.549 74.549
1 3 3 74.549 74.549
2 4 3 74.549 74.89
2 2 3 74.776 75.004
2 1 3 74.89 75.117
1 4 3 75.004 75.004
2 3 3 75.004 75.117
2 2 3 75.117 75.231
2 1 3 75.231 75.685
1 3 3 75.458 75.458
2 4 3 75.458 75.685
2 2 3 75.458 75.572
1 2 3 75.685 75.685
1 3 3 75.685 75.685
2 3 3 75.913 76.026
2 4 3 75.913 76.026
2 1 3 75.913 76.026
2 2 3 76.14 76.216
2 3 3 76.216 76.291
2 2 3 76.291 76.367
2 4 3 76.367 77.276
2 1 3 76.822 77.882
2 3 3 77.276 77.352
2 4 3 77.352 78.564
2 3 3 77.428 78.11
2 1 3 77.958 78.45
2 2 3 78.072 78.337
2 3 3 78.185 78.791
2 2 3 78.413 79.019
2 1 3 78.526 79.208
2 4 3 78.64 79.208
2 3 3 78.867 79.132
2 2 3 79.094 79.208
2 3 3 79.208 79.322
2 4 3 79.322 79.397
1 1 3 79.322 79.322
1 1 3 79.549 79.549
2 3 3 79.549 79.625
2 4 3 79.776 79.852
2 3 3 79.852 79.928
2 2 3 79.928 80.004
2 1 3 80.004 80.685
2 3 3 80.004 80.231
1 2 3 80.231 80.231
2 2 3 80.458 80.685
2 4 3 80.458 81.519
1 3 3 80.685 80.685
2 2 3 80.913 81.14
2 3 3 80.913 81.14
1 1 3 81.14 81.14
2 1 3 81.367 81.822
2 3 3 81.367 81.746
2 2 3 81.594 81.822
2 4 3 81.594 81.746
2 3 3 81.822 82.163
2 4 3 81.822 82.163
2 2 3 82.163 82.219
2 1 3 82.219 82.276
2 4 3 82.276 82.882
2 1 3 82.731 83.337
2 2 3 82.731 82.844
2 3 3 82.958 83.11
2 4 3 82.958 83.526
2 2 3 83.185 83.337
2 3 3 83.185 83.45
2 2 3 83.413 83.526
2 1 3 83.413 83.526
1 3 3 83.526 83.526
1 4 3 83.64 83.64
1 1 3 83.64 83.64
1 2 3 83.64 83.64
1 2 3 83.867 83.867
1 1 3 83.943 83.943
1 2 3 84.019 84.019
2 4 3 84.094 84.208
2 2 3 84.208 84.322
2 1 3 84.322 84.435
2 4 3 84.549 84.625
1 3 3 84.549 84.549
1 2 3 84.776 84.776
1 3 3 84.852 84.852
1 2 3 84.928 84.928
2 4 3 85.004 85.117
2 3 3 85.117 85.231
2 2 3 85.231 85.344
1 2 3 85.458 85.458
2 3 3 85.458 85.534
1 1 3 85.685 85.685
1 2 3 85.761 85.761
1 1 3 85.837 85.837
2 3 3 85.913 86.026
2 2 3 86.026 86.14
2 1 3 86.14 86.254
2 4 3 86.254 86.367
1 3 3 86.367 86.367
2 2 3 86.367 86.443
2 1 3 86.594 87.163
1 2 3 86.594 86.594
2 2 3 86.822 87.049
1 3 3 86.822 86.822
2 4 3 87.049 87.163
1 3 3 87.049 87.049
1 2 3 87.163 87.163
2 2 3 87.276 87.352
1 1 3 87.276 87.276
1 1 3 87.504 87.504
1 2 3 87.579 87.579
1 1 3 87.655 87.655
2 3 3 87.731 87.844
2 2 3 87.844 87.958
2 1 3 87.958 88.072
2 4 3 88.185 88.261
1 3 3 88.185 88.185
1 3 3 88.413 88.413
1 4 3 88.488 88.488
1 3 3 88.564 88.564
2 1 3 88.64 88.754
2 2 3 88.754 88.867
2 3 3 88.867 88.981
2 4 3 89.094 89.17
1 2 3 89.094 89.094
1 2 3 89.322 89.322
1 3 3 89.397 89.397
1 2 3 89.473 89.473
2 3 3 89.549 89.663
1 1 3 89.549 89.549
2 4 3 89.663 89.776
2 2 3 89.776 89.89
1 1 3 89.776 89.776
2 3 3 89.89 90.004
1 4 3 89.89 89.89
2 1 3 90.004 90.231
1 2 3 90.004 90.004
1 2 3 90.117 90.117
2 4 3 90.231 90.572
1 3 3 90.344 90.344
2 2 3 90.458 90.572
2 1 3 90.458 90.685
2 3 3 90.572 90.685
1 4 3 90.685 90.685
1 2 3 90.685 90.685
1 3 3 90.799 90.799
1 1 3 90.799 90.799
1 1 3 90.913 90.913
1 2 3 90.913 90.913
2 4 3 90.913 91.367
2 1 3 91.14 91.216
2 2 3 91.216 91.291
2 1 3 91.291 91.367
2 3 3 91.367 91.594
2 2 3 91.481 91.594
1 1 3 91.594 91.594
2 1 3 91.822 92.276
1 3 3 91.822 91.822
1 2 3 91.822 91.822
2 2 3 92.049 92.125
2 3 3 92.125 92.2
2 2 3 92.2 92.276
2 4 3 92.276 92.504
2 3 3 92.39 92.504
1 2 3 92.504 92.504
1 1 3 92.731 92.731
2 3 3 92.731 92.958
1 4 3 92.731 92.731
2 2 3 92.958 93.034
1 4 3 92.958 92.958
1 1 3 92.958 92.958
2 3 3 93.034 93.11
2 2 3 93.11 93.185
2 4 3 93.185 93.413
2 3 3 93.299 93.413
1 2 3 93.413 93.413
2 4 3 93.526 93.64
1 3 3 93.64 93.64
2 1 3 93.64 93.867
2 2 3 93.64 93.791
2 2 3 93.867 94.094
2 3 3 93.867 94.019
1 4 3 93.867 93.867
1 1 3 94.094 94.094
2 3 3 94.094 94.246
2 4 3 94.094 94.322
1 1 3 94.322 94.322
1 2 3 94.322 94.322
2 3 3 94.322 94.549
1 2 3 94.435 94.435
1 1 3 94.435 94.435
2 4 3 94.549 95.231
1 1 3 94.549 94.549
1 2 3 94.549 94.549
2 1 3 94.776 94.852
2 2 3 94.852 94.928
2 1 3 94.928 95.004
2 3 3 95.004 95.231
2 2 3 95.117 95.231
1 1 3 95.231 95.231
1 4 3 95.344 95.344
1 3 3 95.401 95.401
2 1 3 95.458 95.572
2 2 3 95.458 95.572
2 4 3 95.458 95.572
2 3 3 95.572 95.685
2 2 3 95.685 95.799
2 1 3 95.799 95.913
2 3 3 95.799 95.913
2 4 3 95.799 95.913
2 2 3 95.913 96.026
2 4 3 96.026 96.14
2 1 3 96.14 96.254
2 2 3 96.14 96.254
2 3 3 96.14 96.254
2 4 3 96.254 96.367
2 1 3 96.367 96.443
1 3 3 96.367 96.367
2 2 3 96.443 96.519
2 1 3 96.519 97.276
1 2 3 97.049 97.049
1 4 3 97.163 97.163
2 2 3 97.276 98.185
1 3 3 97.276 97.276
1 3 3 97.958 97.958
1 4 3 98.072 98.072
1 1 3 98.185 98.185
2 3 3 98.185 99.094
1 2 3 98.867 98.867
1 1 3 98.981 98.981
2 4 3 99.094 100.004
1 2 3 99.094 99.094
2 2 3 99.549 99.663
2 3 3 99.663 99.776
2 2 3 99.776 99.89
2 3 3 99.89 100.004
2 2 3 100.004 100.079
1 1 3 100.004 100.004
2 1 3 100.913 101.026
2 2 3 100.913 101.026
2 3 3 101.026 101.14
2 2 3 101.14 101.254
2 3 3 101.254 101.367
2 2 3 101.367 101.452
2 4 3 101.481 101.566
2 2 3 101.594 101.68
2 4 3 101.708 101.793
2 3 3 101.822 101.879
1 1 3 101.822 101.822
2 4 3 101.935 101.992
2 2 3 102.049 102.106
2 3 3 102.163 102.219
2 1 3 102.276 102.305
2 2 3 102.39 102.418
2 4 3 102.504 102.532
2 3 3 102.617 102.646
2 4 3 102.731 102.759
1 1 3 102.731 102.731
2 2 3 103.185 103.64
1 4 3 103.413 103.413
1 3 3 103.526 103.526
1 3 3 103.64 103.64
2 4 3 103.64 104.89
2 3 3 104.322 104.435
2 2 3 104.435 104.549
2 3 3 104.549 105.458
2 4 3 105.004 105.458
1 1 3 105.231 105.231
1 2 3 105.344 105.344
1 2 3 105.458 105.458
2 1 3 105.458 107.276
2 2 3 106.14 106.254
2 3 3 106.254 106.367
2 2 3 106.367 107.276
2 3 3 106.822 107.049
1 4 3 107.049 107.049
1 3 3 107.163 107.163
2 3 3 107.276 109.094
1 4 3 107.276 107.276
2 2 3 107.958 108.072
2 1 3 108.072 108.185
2 2 3 108.185 109.094
1 4 3 108.526 108.526
1 1 3 108.867 108.867
2 4 3 109.094 109.776
2 1 3 109.094 110.344
2 3 3 109.776 109.89
2 4 3 109.89 110.004
2 2 3 110.004 110.913
2 1 3 110.458 110.913
1 3 3 110.685 110.685
1 4 3 110.799 110.799
1 3 3 110.913 110.913
2 4 3 110.913 112.021
2 3 3 111.594 111.708
2 2 3 111.708 111.822
2 3 3 111.822 112.021
1 1 3 112.021 112.021
1 2 3 112.134 112.134
1 3 3 112.248 112.248
1 3 3 112.504 112.504
1 2 3 112.617 112.617
1 3 3 112.731 112.731
2 2 3 112.731 113.413
2 3 3 113.413 113.526
2 2 3 113.526 114.038
2 3 3 113.64 114.038
1 4 3 114.038 114.038
2 1 3 114.094 114.549
2 3 3 114.549 115.004
2 4 3 114.549 115.004
