1 2 3 1.25 1.25
1 2 3 42.25 42.25
1 3 3 42.375 42.375
2 1 3 42.5 42.75
1 4 3 42.5 42.5
2 2 3 42.75 43
1 3 3 43 43
2 4 3 43 43.25
1 1 3 43.25 43.25
1 2 3 43.375 43.375
1 3 3 43.5 43.5
1 4 3 43.5 43.5
1 2 3 43.625 43.625
2 1 3 43.75 44
1 2 3 44 44
1 3 3 44 44
1 4 3 44.25 44.25
1 3 3 44.375 44.375
1 1 3 44.5 44.5
1 2 3 44.5 44.5
1 3 3 44.625 44.625
2 2 3 44.75 45
1 1 3 45 45
2 4 3 45 45.25
1 2 3 45.25 45.25
1 3 3 45.375 45.375
1 1 3 45.5 45.5
1 4 3 45.5 45.5
1 2 3 45.625 45.625
2 3 3 45.75 46
1 1 3 46 46
1 2 3 46 46
2 4 3 46.25 46.5
1 2 3 46.5 46.5
2 3 3 46.5 46.75
2 1 3 46.75 47
1 2 3 47 47
2 4 3 47 47.25
2 3 3 47.25 47.5
1 1 3 47.5 47.5
2 2 3 47.5 47.75
2 4 3 47.75 48.25
1 1 3 48 48
2 2 3 48.25 48.5
1 3 3 48.5 48.5
2 4 3 48.5 48.75
2 2 3 48.75 49
1 1 3 49 49
2 3 3 49 49.5
1 4 3 49.25 49.25
1 1 3 49.5 49.5
1 4 3 49.5 49.5
1 2 3 50 50
1 3 3 50 50
1 1 3 50.25 50.25
1 2 3 50.375 50.375
1 4 3 50.5 50.5
1 3 3 50.625 50.625
2 2 3 50.75 51
1 4 3 51 51
1 3 3 51.125 51.125
1 1 3 51.25 51.25
1 2 3 51.375 51.375
2 3 3 51.5 51.75
1 4 3 51.5 51.5
1 1 3 51.75 51.75
1 2 3 51.875 51.875
1 3 3 52 52
1 4 3 52 52
1 2 3 52.25 52.25
1 1 3 52.375 52.375
1 3 3 52.5 52.5
1 4 3 52.625 52.625
2 2 3 52.75 53
1 3 3 53 53
1 4 3 53.125 53.125
1 2 3 53.25 53.25
1 1 3 53.375 53.375
2 3 3 53.5 53.75
1 4 3 53.5 53.5
1 1 3 53.75 53.75
1 2 3 53.75 53.75
1 3 3 53.875 53.875
1 1 3 54 54
1 4 3 54 54
1 2 3 54.25 54.25
1 3 3 54.375 54.375
1 1 3 54.5 54.5
1 4 3 54.625 54.625
2 2 3 54.75 55
1 3 3 55 55
1 2 3 55.125 55.125
1 4 3 55.25 55.25
1 1 3 55.375 55.375
1 2 3 55.5 55.5
2 3 3 55.5 55.75
1 1 3 55.75 55.75
1 2 3 55.875 55.875
1 3 3 56 56
1 4 3 56 56
2 1 3 56.25 56.5
1 2 3 56.5 56.5
1 4 3 56.5 56.5
2 1 3 56.75 57
1 3 3 57 57
1 2 3 57.125 57.125
1 1 3 57.25 57.25
2 4 3 57.25 57.5
1 2 3 57.5 57.5
1 3 3 57.5 57.5
1 1 3 57.625 57.625
2 4 3 57.75 58
1 2 3 58 58
1 3 3 58 58
1 1 3 58.25 58.25
1 3 3 58.375 58.375
1 2 3 58.5 58.5
1 4 3 58.625 58.625
2 1 3 58.75 59
1 4 3 59 59
1 2 3 59.125 59.125
1 3 3 59.25 59.25
1 1 3 59.375 59.375
1 2 3 59.5 59.5
2 4 3 59.5 59.75
1 3 3 59.75 59.75
1 2 3 59.875 59.875
1 1 3 60 60
1 4 3 60 60
1 2 3 60.25 60.25
1 1 3 60.375 60.375
1 3 3 60.5 60.5
1 2 3 60.625 60.625
2 4 3 60.75 61
1 2 3 61 61
1 1 3 61.125 61.125
1 4 3 61.25 61.25
1 3 3 61.375 61.375
2 1 3 61.5 61.75
1 2 3 61.5 61.5
1 3 3 61.75 61.75
1 4 3 61.75 61.75
1 1 3 62 62
1 2 3 62 62
1 3 3 62.25 62.25
1 4 3 62.375 62.375
1 2 3 62.5 62.5
1 3 3 62.625 62.625
2 1 3 62.75 63
1 4 3 63 63
1 3 3 63.125 63.125
1 1 3 63.25 63.25
1 2 3 63.375 63.375
2 3 3 63.5 63.75
1 4 3 63.5 63.5
1 1 3 63.75 63.75
1 2 3 63.875 63.875
1 3 3 64 64
2 4 3 64 64.75
1 1 3 64.75 64.75
1 3 3 65.125 65.125
1 4 3 65.125 65.125
1 1 3 65.25 65.25
2 2 3 65.25 65.5
2 3 3 65.5 65.75
2 1 3 65.75 66
1 2 3 66 66
1 3 3 66 66
2 4 3 66 66.25
1 1 3 66.25 66.25
1 3 3 66.5 66.5
2 4 3 66.5 66.75
1 2 3 66.75 66.75
1 1 3 67 67
2 4 3 67 67.5
1 3 3 67.25 67.25
1 1 3 67.5 67.5
2 2 3 67.5 67.75
1 3 3 67.75 67.75
2 1 3 68 68.25
1 4 3 68 68
2 3 3 68.25 68.5
1 1 3 68.5 68.5
2 2 3 68.5 68.75
2 4 3 68.75 69
1 1 3 69 69
1 2 3 69 69
1 3 3 69.125 69.125
1 4 3 69.125 69.125
1 2 3 69.25 69.25
1 1 3 69.5 69.5
2 4 3 69.5 69.75
2 3 3 69.75 70
1 1 3 70 70
2 2 3 70 70.25
1 4 3 70.25 70.25
1 3 3 70.375 70.375
2 1 3 70.5 70.75
1 2 3 70.5 70.5
2 4 3 70.75 71
1 1 3 71 71
2 3 3 71 71.25
1 2 3 71.25 71.25
1 4 3 71.375 71.375
2 1 3 71.5 71.75
1 3 3 71.5 71.5
2 4 3 71.75 72
1 2 3 72 72
2 3 3 72 72.25
1 1 3 72.25 72.25
1 4 3 72.375 72.375
2 2 3 72.5 72.75
1 3 3 72.5 72.5
2 4 3 72.75 73
1 1 3 73 73
1 2 3 73 73
1 3 3 73.125 73.125
1 4 3 73.125 73.125
1 2 3 73.25 73.25
1 1 3 73.5 73.5
1 4 3 73.5 73.5
1 3 3 73.75 73.75
1 2 3 73.875 73.875
2 1 3 74 74.25
1 4 3 74 74
1 3 3 74.25 74.25
2 1 3 74.5 74.75
1 2 3 74.5 74.5
1 4 3 74.75 74.75
2 1 3 75 75.5
1 3 3 75 75
1 4 3 75.25 75.25
1 2 3 75.5 75.5
2 3 3 75.5 75.75
1 4 3 75.75 75.75
1 1 3 76 76
2 2 3 76 76.25
2 4 3 76.25 76.5
2 1 3 76.5 76.75
1 2 3 76.5 76.5
2 3 3 76.75 77
1 1 3 77 77
1 4 3 77 77
1 2 3 77.125 77.125
1 3 3 77.125 77.125
1 1 3 77.25 77.25
1 3 3 77.5 77.5
2 4 3 77.5 77.75
2 2 3 77.75 78
1 1 3 78 78
2 3 3 78 78.5
1 4 3 78.25 78.25
2 1 3 78.5 78.75
1 2 3 78.5 78.5
2 4 3 78.75 79
2 2 3 79 79.5
1 3 3 79 79
1 4 3 79.25 79.25
2 1 3 79.5 79.75
1 3 3 79.5 79.5
2 4 3 79.75 80
2 2 3 80 80.5
1 3 3 80 80
1 1 3 80.25 80.25
2 3 3 80.5 80.75
1 4 3 80.5 80.5
2 1 3 80.75 81
1 2 3 81 81
1 4 3 81 81
1 1 3 81.125 81.125
1 3 3 81.125 81.125
1 4 3 81.25 81.25
1 2 3 81.5 81.5
1 3 3 81.5 81.5
1 1 3 81.625 81.625
1 4 3 81.75 81.75
1 3 3 81.875 81.875
1 1 3 82 82
2 2 3 82 82.5
1 3 3 82.25 82.25
2 4 3 82.5 83
1 1 3 82.75 82.75
2 2 3 83 83.5
1 3 3 83 83
1 4 3 83.25 83.25
2 3 3 83.5 83.75
2 1 3 83.75 84
2 3 3 84 84.25
1 4 3 84 84
2 1 3 84.25 84.5
2 4 3 84.5 84.75
2 2 3 84.75 85
2 4 3 85 85.25
1 1 3 85.25 85.25
2 2 3 85.5 85.75
2 4 3 85.75 87.5
1 1 3 86 86
1 2 3 86 86
1 3 3 86.25 86.25
1 2 3 86.5 86.5
1 1 3 86.75 86.75
1 2 3 87 87
1 3 3 87 87
1 1 3 87.25 87.25
2 2 3 87.5 87.75
2 3 3 87.75 88.5
1 1 3 88 88
1 4 3 88 88
1 2 3 88.25 88.25
1 4 3 88.5 88.5
1 1 3 88.75 88.75
2 2 3 89 89.5
1 4 3 89 89
1 3 3 89.25 89.25
2 4 3 89.5 89.75
2 1 3 89.75 90.5
1 3 3 90 90
1 4 3 90 90
1 2 3 90.25 90.25
2 3 3 90.5 91.5
1 1 3 90.75 90.75
1 2 3 91 91
1 4 3 91 91
1 1 3 91.25 91.25
2 2 3 91.5 91.75
2 4 3 91.75 92
1 1 3 92 92
2 2 3 92 92.25
2 4 3 92.25 92.5
2 1 3 92.5 92.75
2 3 3 92.75 93
2 1 3 93 93.25
1 4 3 93.25 93.25
2 2 3 93.5 93.75
2 3 3 93.75 95.5
1 1 3 94 94
1 4 3 94 94
1 2 3 94.25 94.25
1 4 3 94.5 94.5
1 1 3 94.75 94.75
1 2 3 95 95
1 4 3 95 95
1 1 3 95.25 95.25
2 4 3 95.5 95.75
2 1 3 95.75 97
1 2 3 96 96
1 3 3 96 96
1 4 3 96.5 96.5
1 3 3 97 97
2 2 3 97.5 98
1 1 3 98 98
2 4 3 98 98.5
1 1 3 98.5 98.5
1 2 3 98.5 98.5
2 3 3 98.75 99.25
1 1 3 99 99
1 2 3 99.25 99.25
1 4 3 99.25 99.25
1 3 3 99.375 99.375
1 1 3 99.5 99.5
1 2 3 99.5 99.5
1 3 3 99.75 99.75
1 2 3 99.875 99.875
2 1 3 100 100.5
1 4 3 100 100
1 3 3 100.25 100.25
1 2 3 100.5 100.5
1 4 3 100.5 100.5
2 3 3 100.75 101
1 1 3 101 101
1 3 3 101.125 101.125
1 4 3 101.125 101.125
1 1 3 101.25 101.25
1 2 3 101.25 101.25
1 3 3 101.5 101.5
1 4 3 101.5 101.5
1 2 3 101.625 101.625
1 1 3 101.75 101.75
1 4 3 101.75 101.75
1 2 3 102 102
2 3 3 102 102.5
1 1 3 102.25 102.25
1 2 3 102.5 102.5
1 4 3 102.5 102.5
2 1 3 102.75 103.25
1 4 3 103 103
1 2 3 103.25 103.25
1 3 3 103.25 103.25
1 1 3 103.5 103.5
1 4 3 103.5 103.5
1 3 3 103.75 103.75
1 1 3 104 104
2 2 3 104 104.5
1 3 3 104.25 104.25
1 1 3 104.5 104.5
1 4 3 104.5 104.5
2 3 3 104.75 105
1 1 3 105 105
1 2 3 105.125 105.125
1 4 3 105.25 105.25
1 3 3 105.375 105.375
1 1 3 105.5 105.5
1 2 3 105.5 105.5
1 3 3 105.625 105.625
1 1 3 105.75 105.75
1 2 3 105.875 105.875
1 3 3 106 106
2 4 3 106 106.5
1 1 3 106.25 106.25
1 2 3 106.5 106.5
1 3 3 106.5 106.5
2 1 3 106.75 107.25
1 4 3 107 107
1 2 3 107.25 107.25
1 3 3 107.25 107.25
1 4 3 107.375 107.375
1 1 3 107.5 107.5
1 2 3 107.5 107.5
1 3 3 107.75 107.75
1 2 3 107.875 107.875
2 1 3 108 108.5
1 4 3 108 108
1 3 3 108.25 108.25
1 2 3 108.5 108.5
1 4 3 108.5 108.5
2 3 3 108.75 109
1 2 3 109 109
1 1 3 109.125 109.125
1 3 3 109.25 109.25
1 2 3 109.375 109.375
1 1 3 109.5 109.5
1 4 3 109.5 109.5
1 3 3 109.625 109.625
1 2 3 109.75 109.75
1 3 3 109.875 109.875
1 1 3 110 110
2 4 3 110 110.5
1 2 3 110.25 110.25
1 1 3 110.5 110.5
1 3 3 110.5 110.5
2 2 3 110.75 111.25
1 4 3 111 111
1 1 3 111.25 111.25
1 3 3 111.25 111.25
1 2 3 111.5 111.5
1 4 3 111.5 111.5
1 3 3 111.75 111.75
2 1 3 112 112.5
1 2 3 112 112
1 3 3 112.25 112.25
1 2 3 112.5 112.5
1 4 3 112.5 112.5
2 3 3 112.75 113
1 2 3 113 113
1 1 3 113.125 113.125
1 4 3 113.125 113.125
2 2 3 113.25 113.5
1 3 3 113.25 113.25
1 3 3 113.5 113.5
1 4 3 113.5 113.5
1 1 3 113.625 113.625
1 2 3 113.625 113.625
1 3 3 113.875 113.875
1 2 3 113.937 113.937
1 1 3 114 114
1 4 3 114 114
1 3 3 114.25 114.25
1 1 3 114.5 114.5
1 2 3 114.5 114.5
1 3 3 114.75 114.75
1 2 3 114.875 114.875
2 4 3 115 115.25
1 1 3 115.25 115.25
1 2 3 115.25 115.25
2 3 3 115.375 115.625
1 1 3 115.625 115.625
2 4 3 115.75 116.5
1 2 3 116 116
1 3 3 116.25 116.25
1 1 3 116.5 116.5
1 2 3 116.5 116.5
1 3 3 116.75 116.75
1 4 3 116.875 116.875
2 1 3 117 117.25
1 3 3 117.25 117.25
1 4 3 117.25 117.25
2 2 3 117.375 117.625
1 4 3 117.625 117.625
1 1 3 117.75 117.75
2 3 3 117.75 118.5
1 2 3 118 118
1 4 3 118.25 118.25
1 1 3 118.5 118.5
1 2 3 118.5 118.5
1 4 3 118.75 118.75
1 3 3 118.875 118.875
2 2 3 119 119.25
1 1 3 119.25 119.25
2 4 3 119.25 119.5
1 1 3 119.5 119.5
2 2 3 119.5 119.75
2 3 3 119.75 120
2 1 3 120 120.25
1 4 3 120 120
2 4 3 120.25 120.5
2 1 3 120.5 120.75
1 2 3 120.5 120.5
2 4 3 120.75 121
1 2 3 121 121
1 3 3 121.125 121.125
1 4 3 121.125 121.125
1 1 3 121.25 121.25
1 2 3 121.25 121.25
1 1 3 121.5 121.5
1 4 3 121.5 121.5
1 2 3 121.625 121.625
1 3 3 121.625 121.625
1 4 3 121.75 121.75
1 1 3 122 122
1 2 3 122 122
1 3 3 122.25 122.25
1 2 3 122.5 122.5
1 4 3 122.5 122.5
1 1 3 122.75 122.75
1 2 3 122.875 122.875
2 3 3 123 123.25
1 1 3 123.25 123.25
1 2 3 123.25 123.25
2 4 3 123.375 123.625
1 1 3 123.625 123.625
2 3 3 123.75 124.5
1 2 3 124 124
1 4 3 124.25 124.25
1 1 3 124.5 124.5
1 2 3 124.5 124.5
1 4 3 124.75 124.75
1 3 3 124.875 124.875
2 2 3 125 125.25
1 3 3 125.25 125.25
1 4 3 125.25 125.25
2 1 3 125.375 125.625
1 3 3 125.625 125.625
1 2 3 125.75 125.75
2 4 3 125.75 126.5
1 1 3 126 126
1 3 3 126.25 126.25
1 1 3 126.5 126.5
1 2 3 126.5 126.5
1 3 3 126.75 126.75
1 2 3 126.875 126.875
2 3 3 127 127.25
1 1 3 127.25 127.25
1 4 3 127.25 127.25
2 2 3 127.375 127.625
1 4 3 127.625 127.625
2 1 3 127.75 128
1 3 3 128 128
1 4 3 128 128
1 2 3 128.166 128.166
1 3 3 128.416 128.416
1 3 3 128.625 128.625
1 2 3 128.75 128.75
1 1 3 128.916 128.916
1 3 3 129 129
1 2 3 129.125 129.125
1 4 3 129.125 129.125
2 1 3 129.25 129.5
2 3 3 129.5 129.75
2 4 3 129.75 130
2 1 3 130 130.25
1 2 3 130 130
1 3 3 130 130
1 4 3 130.25 130.25
2 1 3 130.5 130.75
1 2 3 130.5 130.5
1 3 3 130.75 130.75
2 1 3 131 131.5
1 4 3 131 131
1 3 3 131.25 131.25
1 2 3 131.5 131.5
2 4 3 131.5 131.75
1 3 3 131.75 131.75
2 1 3 132 132.25
1 2 3 132 132
2 4 3 132.25 132.5
1 1 3 132.5 132.5
2 2 3 132.5 132.75
2 3 3 132.75 133
1 1 3 133 133
1 4 3 133 133
1 2 3 133.125 133.125
1 3 3 133.125 133.125
1 4 3 133.25 133.25
1 1 3 133.5 133.5
2 2 3 133.5 133.75
2 3 3 133.75 134
2 1 3 134 134.25
1 4 3 134 134
1 2 3 134.25 134.25
1 3 3 134.375 134.375
1 1 3 134.5 134.5
2 4 3 134.5 134.75
2 2 3 134.75 135
1 1 3 135 135
2 3 3 135 135.25
1 2 3 135.25 135.25
1 3 3 135.375 135.375
1 1 3 135.5 135.5
2 4 3 135.5 135.75
2 2 3 135.75 136
2 3 3 136 136.25
1 4 3 136 136
1 1 3 136.25 136.25
1 4 3 136.375 136.375
2 2 3 136.5 136.75
1 3 3 136.5 136.5
2 1 3 136.75 137
1 2 3 137 137
1 4 3 137 137
1 1 3 137.125 137.125
1 3 3 137.125 137.125
1 4 3 137.25 137.25
1 2 3 137.5 137.5
1 3 3 137.5 137.5
1 1 3 137.75 137.75
1 2 3 137.875 137.875
2 3 3 138 138.25
1 4 3 138 138
1 2 3 138.25 138.25
1 1 3 138.5 138.5
2 3 3 138.5 138.75
1 2 3 138.75 138.75
2 3 3 139 139.5
1 4 3 139 139
1 1 3 139.25 139.25
2 2 3 139.5 139.75
1 4 3 139.5 139.5
1 1 3 139.75 139.75
1 2 3 140 140
2 3 3 140 140.25
2 4 3 140.25 140.5
2 2 3 140.5 140.75
1 3 3 140.5 140.5
2 1 3 140.75 141
1 3 3 141 141
1 4 3 141 141
1 1 3 141.125 141.125
1 2 3 141.125 141.125
1 3 3 141.25 141.25
1 1 3 141.5 141.5
2 4 3 141.5 141.75
2 2 3 141.75 142
1 1 3 142 142
2 3 3 142 142.5
1 4 3 142.25 142.25
2 1 3 142.5 142.75
1 2 3 142.5 142.5
2 4 3 142.75 143
2 2 3 143 143.5
1 3 3 143 143
1 4 3 143.25 143.25
2 1 3 143.5 143.75
1 3 3 143.5 143.5
2 4 3 143.75 144
2 2 3 144 144.5
1 3 3 144 144
1 1 3 144.25 144.25
2 3 3 144.5 144.75
1 4 3 144.5 144.5
2 1 3 144.75 145
1 3 3 145 145
1 4 3 145 145
1 1 3 145.125 145.125
1 2 3 145.125 145.125
2 3 3 145.25 145.5
2 2 3 145.5 145.75
1 4 3 145.5 145.5
2 1 3 145.75 146
1 3 3 146 146
2 4 3 146 146.25
1 1 3 146.25 146.25
1 2 3 146.5 146.5
2 4 3 146.5 146.75
1 3 3 146.75 146.75
1 1 3 147 147
2 4 3 147 147.5
1 2 3 147.25 147.25
2 1 3 147.5 147.75
1 3 3 147.5 147.5
1 2 3 147.75 147.75
2 3 3 148 148.25
1 4 3 148 148
2 1 3 148.25 148.5
1 3 3 148.5 148.5
2 4 3 148.5 148.75
2 2 3 148.75 149
1 3 3 149 149
1 4 3 149 149
1 1 3 149.125 149.125
1 2 3 149.125 149.125
1 3 3 149.25 149.25
2 1 3 149.5 149.75
1 4 3 149.5 149.5
2 3 3 149.75 150
2 2 3 150 150.5
1 4 3 150 150
1 1 3 150.25 150.25
2 3 3 150.5 150.75
1 4 3 150.5 150.5
2 1 3 150.75 151
1 2 3 151 151
2 4 3 151 151.5
1 1 3 151.25 151.25
1 2 3 151.5 151.5
2 3 3 151.5 151.75
2 1 3 151.75 152
1 2 3 152 152
2 4 3 152 152.5
1 3 3 152.25 152.25
1 1 3 152.5 152.5
2 2 3 152.5 152.75
2 3 3 152.75 153
1 1 3 153 153
1 4 3 153 153
1 2 3 153.125 153.125
1 3 3 153.125 153.125
1 1 3 153.25 153.25
1 3 3 153.5 153.5
1 4 3 153.5 153.5
1 2 3 153.75 153.75
1 4 3 153.875 153.875
1 1 3 154 154
2 3 3 154 154.25
1 2 3 154.25 154.25
2 3 3 154.5 154.75
1 4 3 154.5 154.5
1 2 3 154.75 154.75
1 1 3 155 155
2 3 3 155 155.5
1 2 3 155.25 155.25
2 1 3 155.5 155.75
1 4 3 155.5 155.5
1 2 3 155.75 155.75
2 3 3 156 156.25
1 4 3 156 156
2 2 3 156.25 156.5
1 3 3 156.5 156.5
2 4 3 156.5 156.75
2 1 3 156.75 157
1 2 3 157 157
1 3 3 157 157
1 1 3 157.125 157.125
1 4 3 157.125 157.125
1 2 3 157.25 157.25
2 3 3 157.5 157.75
1 4 3 157.5 157.5
2 1 3 157.75 158
1 2 3 158 158
2 4 3 158 158.5
1 3 3 158.25 158.25
1 1 3 158.5 158.5
2 2 3 158.5 158.75
2 3 3 158.75 159
2 1 3 159 159.5
1 4 3 159 159
1 2 3 159.25 159.25
2 3 3 159.5 159.75
1 4 3 159.5 159.5
2 2 3 159.75 160
1 1 3 160 160
2 4 3 160 161
1 3 3 160.25 160.25
1 1 3 160.5 160.5
1 2 3 160.5 160.5
1 3 3 160.75 160.75
1 1 3 161 161
1 2 3 161 161
1 3 3 161.125 161.125
1 4 3 161.125 161.125
1 2 3 161.25 161.25
1 1 3 161.5 161.5
1 4 3 161.5 161.5
1 3 3 161.75 161.75
1 2 3 161.875 161.875
2 1 3 162 162.25
1 4 3 162 162
1 3 3 162.25 162.25
2 2 3 162.5 162.75
1 4 3 162.5 162.5
1 1 3 162.75 162.75
2 3 3 163 163.5
1 4 3 163 163
1 1 3 163.25 163.25
1 2 3 163.5 163.5
2 4 3 163.5 163.75
1 1 3 163.75 163.75
2 3 3 164 164.25
1 4 3 164 164
2 1 3 164.25 164.5
2 2 3 164.5 164.75
1 3 3 164.5 164.5
2 4 3 164.75 165
1 1 3 165 165
1 2 3 165 165
1 3 3 165.125 165.125
1 4 3 165.125 165.125
1 2 3 165.25 165.25
1 1 3 165.5 165.5
2 4 3 165.5 165.75
2 2 3 165.75 166
1 1 3 166 166
2 3 3 166 166.5
1 4 3 166.25 166.25
2 1 3 166.5 166.75
1 2 3 166.5 166.5
2 4 3 166.75 167
2 2 3 167 167.5
1 3 3 167 167
1 4 3 167.25 167.25
2 1 3 167.5 167.75
1 3 3 167.5 167.5
2 4 3 167.75 168
2 2 3 168 168.5
1 3 3 168 168
1 1 3 168.25 168.25
2 3 3 168.5 168.75
1 4 3 168.5 168.5
2 1 3 168.75 169
1 2 3 169 169
1 4 3 169 169
1 1 3 169.125 169.125
1 3 3 169.125 169.125
1 4 3 169.25 169.25
1 2 3 169.5 169.5
1 3 3 169.5 169.5
1 1 3 169.75 169.75
1 2 3 169.875 169.875
1 3 3 170 170
